167484.32266666667,129745.49908815547
1.6037333333333332,0.4891210438690565
1.8531333333333333,0.7903354871332946
1.5518666666666667,0.5219609010474081
35.4855,9.217750435075434
-0.0167,1.123782797815782
-0.13376666666666667,1.1971660197687242
-0.1662,1.1968476204875316
-0.22066666666666668,1.1691191365962477
-0.2662,1.1331685193885919
-0.2911,1.1499684589877528
51223.3309,73634.63330095926
49179.07516666667,71172.58254316323
47013.1548,69348.23159428104
43262.94896666666,64331.78391071215
40311.40096666667,60796.142475891174
38871.7604,59553.11496001524
5663.5805,16563.004297052707
5921.1635,23040.486384350363
5225.6815,17606.668017999822
4826.076866666666,15665.898639193714
4799.387633333334,15278.05103859478
5215.502566666667,17777.169481869907
