LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
Original Input: [30000, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 29612, 30326, 28004, 26446, 6411, 1686, 1400, 560, 3000, 1765, 0]Original Label: [[0.]]
Counterfactual at location: 0,0: [2582, 2, 2, 1, 23, 0, 0, 0, 0, 0, -1, 27192, 30146, 36804, 24598, 2112, 6411, 1686, 1400, 560, 3000, 1765, 0] Fitness: [[1.8158565]] Classifier Val: [[1.3126957e-05]]
Counterfactual at location: 0,1: [30000, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 26428, 29506, 27777, 28004, 2112, 6411, 1686, 1400, 560, 3000, 1765, 0] Fitness: [[1.9531834]] Classifier Val: [[0.]]
Counterfactual at location: 0,2: [31620, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 25393, 29506, 30252, 28004, 2112, 6411, 1686, 1400, 560, 3000, 1765, 0] Fitness: [[1.952919]] Classifier Val: [[0.]]
Counterfactual at location: 0,3: [48993, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 25393, 29506, 30252, 28004, 2112, 6411, 1686, 1400, 560, 3000, 1765, 0] Fitness: [[1.9382914]] Classifier Val: [[0.]]
Counterfactual at location: 1,0: [2582, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 31539, 29506, 36804, 24598, 3840, 6411, 1686, 1400, 560, 3000, 1765, 0] Fitness: [[1.9056506]] Classifier Val: [[6.382041e-06]]
Counterfactual at location: 1,1: [30000, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 25393, 29506, 33767, 28004, 4564, 6411, 1686, 1400, 560, 3000, 1765, 0] Fitness: [[1.9529629]] Classifier Val: [[0.]]
Counterfactual at location: 1,2: [33898, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 25393, 29506, 27777, 28004, 4564, 6411, 1686, 1400, 560, 3000, 1765, 0] Fitness: [[1.9506297]] Classifier Val: [[0.]]
Counterfactual at location: 1,3: [48993, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 31539, 29506, 29783, 28004, 4944, 6411, 1686, 1400, 560, 3000, 1765, 0] Fitness: [[1.9425154]] Classifier Val: [[0.]]
Counterfactual at location: 2,0: [2582, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 28244, 26807, 39797, 24598, 7501, 6411, 1686, 1247, 560, 4242, 1765, 0] Fitness: [[1.8897731]] Classifier Val: [[0.]]
