LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
Original Input: [30000, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 29612, 30326, 28004, 26446, 6411, 1686, 1400, 560, 3000, 1765, 0]Original Label: [[0.]]
Counterfactual at location: 0,0: [14736, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28707, 28981, 28486, 28702, 25920, 194, 1516, 1400, 560, 3048, 1932, 2055] Fitness: [[0.8774393]] Classifier Val: [[1.]]
Counterfactual at location: 0,1: [27687, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28707, 29457, 27333, 28702, 25778, 194, 1577, 1400, 560, 3423, 1932, 1130] Fitness: [[1.8919063]] Classifier Val: [[0.]]
Counterfactual at location: 0,2: [36271, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28061, 29612, 28486, 26041, 25778, 194, 1622, 1400, 560, 3048, 1892, 573] Fitness: [[1.8943052]] Classifier Val: [[0.]]
Counterfactual at location: 0,3: [49708, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28707, 29612, 33165, 28702, 25778, 194, 1622, 1400, 560, 3048, 1975, 1153] Fitness: [[1.883801]] Classifier Val: [[0.]]
Counterfactual at location: 1,0: [13402, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28707, 29612, 31426, 28702, 26261, 1228, 1555, 1400, 560, 3202, 1892, 1594] Fitness: [[0.884909]] Classifier Val: [[1.]]
Counterfactual at location: 1,1: [27687, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 25071, 28981, 32420, 28702, 25778, 1228, 1516, 1400, 560, 2766, 1975, 1153] Fitness: [[1.894652]] Classifier Val: [[0.]]
Counterfactual at location: 1,2: [36271, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 26030, 29612, 28486, 28419, 25778, 1228, 1622, 1400, 560, 3048, 1892, 1153] Fitness: [[1.9006197]] Classifier Val: [[0.]]
Counterfactual at location: 1,3: [49708, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28707, 28408, 31426, 28702, 26181, 1228, 1818, 1400, 560, 3048, 1892, 2061] Fitness: [[1.8921062]] Classifier Val: [[0.]]
Counterfactual at location: 2,0: [14734, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 25071, 31260, 31426, 28702, 25778, 1424, 1555, 1400, 560, 3048, 1892, 2055] Fitness: [[0.88254637]] Classifier Val: [[1.]]
Counterfactual at location: 2,1: [27687, 2, 2, 2, 21, 0, 0, 0, 0, 0, 0, 28707, 31260, 28778, 26041, 25778, 1661, 1516, 1400, 560, 3048, 1932, 272] Fitness: [[1.9010108]] Classifier Val: [[0.]]
Counterfactual at location: 2,2: [36271, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 35463, 29612, 31426, 26041, 25920, 1661, 1622, 1400, 560, 3048, 1820, 573] Fitness: [[1.8990324]] Classifier Val: [[0.]]
Counterfactual at location: 2,3: [49708, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28707, 29612, 31426, 28702, 25778, 1661, 1516, 1400, 560, 3048, 1820, 2101] Fitness: [[1.8965254]] Classifier Val: [[0.]]
Counterfactual at location: 3,0: [13402, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28707, 29612, 31426, 28702, 25778, 2297, 1516, 1400, 560, 3048, 1932, 1153] Fitness: [[0.8915773]] Classifier Val: [[1.]]
Counterfactual at location: 3,1: [27687, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 25071, 29612, 31426, 28702, 25778, 2297, 1516, 1400, 560, 3048, 1932, 1153] Fitness: [[1.907686]] Classifier Val: [[0.]]
Counterfactual at location: 3,2: [36271, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 28707, 31260, 29986, 28702, 25778, 2297, 1622, 1400, 560, 3048, 1892, 573] Fitness: [[1.9085405]] Classifier Val: [[0.]]
Counterfactual at location: 3,3: [49708, 2, 2, 2, 21, 0, 0, 0, 0, 0, 0, 28707, 31260, 29986, 28702, 25920, 2297, 1622, 1400, 560, 3048, 1892, 573] Fitness: [[1.898967]] Classifier Val: [[0.]]
Counterfactual at location: 4,0: [13402, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28707, 29612, 31426, 28702, 25778, 2911, 1622, 1400, 560, 3048, 1820, 2101] Fitness: [[0.9009192]] Classifier Val: [[1.]]
Counterfactual at location: 4,1: [27687, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28707, 29612, 32420, 28702, 25778, 2911, 1555, 1400, 560, 4605, 1820, 2101] Fitness: [[1.9041389]] Classifier Val: [[0.]]
Counterfactual at location: 4,2: [36271, 2, 2, 2, 21, 0, 0, 0, 0, 0, 0, 28707, 31260, 32420, 28702, 25778, 2911, 1622, 1400, 560, 3048, 1892, 1153] Fitness: [[1.9102979]] Classifier Val: [[0.]]
Counterfactual at location: 4,3: [49708, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 25071, 29612, 31426, 28702, 25778, 2727, 1555, 1400, 560, 3048, 1932, 1594] Fitness: [[1.897722]] Classifier Val: [[0.]]
Counterfactual at location: 5,0: [13402, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28707, 28408, 31426, 28702, 27999, 3620, 1818, 1400, 560, 3202, 1892, 1130] Fitness: [[0.8974772]] Classifier Val: [[1.]]
Counterfactual at location: 5,1: [27687, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 25071, 31260, 31426, 31110, 25778, 3692, 1516, 1400, 560, 3038, 1932, 1153] Fitness: [[1.9117119]] Classifier Val: [[0.]]
Counterfactual at location: 5,2: [40226, 2, 2, 2, 21, 0, 0, 0, 0, 0, 0, 28707, 29612, 27333, 28702, 25778, 3620, 1516, 1400, 560, 3202, 1820, 1153] Fitness: [[1.9091927]] Classifier Val: [[0.]]
Counterfactual at location: 5,3: [49708, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 26153, 31260, 28284, 31110, 27361, 3692, 1516, 1400, 560, 3038, 1892, 2735] Fitness: [[1.8985615]] Classifier Val: [[0.]]
